topic,job_title,site (remote country),tasks,Perks/Benefits,Skills/Tech-stack required,Educational requirements,seniority,yoe,employment_type,extra_info,created_at,job_id,posted_by
Artificial Intelligence,AI Engineer & Researcher - Product Analytics & Experimentation Design,"Palo Alto, CA","Analyze noisy signals to uncover correlations
Design and execute experiments like A/B tests
Develop data-driven strategies for product improvements
Extract user insights from logs and behavioral data
Optimize experimentation pipelines for rapid iteration","Collaborative team environment
Flexible work from home options
Located near Palo Alto","A/B, A/B Testing, Causal Inference, Creative Problem-Solving, Data Analysis, Data Visualization, Experimental Design, Mathematics, Multivariate Trials, Problem Solving, Python, Signal Processing, SQL, Statistical software, Statistics","Bachelor's Degree, Master's Degree, PhD",Mid-level / Intermediate,3,Full Time,USD 180K-440K,2025-07-26,ai-ai-engineer-and-researcher-product-analytics-and-experimentation-design-01,williams_armstrong_and_ware@demo
Big Data,"Lead Consultant, DB + SSIS Developer",India-Bangalore,"Code, test, and deliver applications
Design and develop projects
Develop ETL processes using Informatica and SQL
Ensure database stability and performance
Maintain databases across environments
Modify databases and perform testing","AI solutions focus
Career growth opportunities
Mentorship and training
Work in innovative environment","Agile, Angular, ASP.NET Web API, Automated testing, Autosys, C#, CI/CD, CSS, Design Patterns, Distributed Systems, Hadoop, HTML5, Informatica PowerCenter, JavaScript, JSON, MVC, .Net Core, .Net Framework, Perl, Python, SDLC, Shell Scripting, Snowflake, SQL, TypeScript, Unix/Linux, Web and distributed systems, Web API","Bachelor's, Equivalent, Graduation",Senior level / Expert,3,Full Time,,2025-08-09,bd-lead-consultant-db-ssis-developer-01,reeves_lee_and_cooper@demo
Big Data,Data Scientist (Multiple Positions),San Jose,"Collaborate with cross-functional teams to define system requirements and build data products
Conduct in-depth data analysis using advanced statistics and machine learning
Develop analytics frameworks and product metrics
Mentor junior analysts
Perform A/B testing and experimentation
Visualize and present analytics findings","401k match
Disability coverage
Medical/Dental/Vision insurance
Paid holidays and sick days
Paid parental leave
Paid personal time","A/B, A/B Testing, Cause analysis, Data Analysis, Data Cleansing, Data Mining, Data Visualization, Excel, Machine Learning, Python, R, Root Cause Analysis, Spark, SQL, Statistics, Tableau","Bachelor's Degree, Master's Degree",Senior level / Expert,3,Full Time,USD 183K-256K,2025-08-09,bd-data-scientist-multiple-positions-01,richardson_kennedy_and_johnson@demo
Big Data,Data Scientist (Multiple Positions),San Jose,"Build data infrastructure and products
Create data processing architecture and ETL pipelines
Design data transformations for reporting and analysis
Develop scalable big data systems
Establish engineering best practices","401k match
Disability coverage
Life insurance
Medical/Dental/Vision insurance
Paid Holidays
Paid parental leave
Paid personal time
Paid sick days
Wellbeing benefits","ClickHouse, Flink, Golang, Hadoop, Hive, Java, Kafka, Python, Shell Scripting, Spark, SQL","Bachelor's Degree, Foreign Equivalent Degree",Mid-level / Intermediate,2,Full Time,USD 138K-259K,2025-08-09,bd-data-scientist-multiple-positions-02,burns-parsons@demo
Big Data,"Data Engineering Manager, Analytics (Central Products)","Menlo Park, CA","Build and lead BI and Data Warehousing teams
Communicate analysis results to leadership
Create dashboards and visualizations
Define and manage SLAs for data processes
Design and launch data models and pipelines
Develop cross-functional stakeholder relationships
Drive BI and Data Warehousing strategy
Lead project management and improve operational efficiency
Manage data warehouse plans and data quality
Scale and manage analytics teams","Benefits
Bonus
Equity","Cross-Functional Collaboration, Data Architecture, Data Modeling, Data Pipelines, Data Quality, Data Quality Management, Data Visualization, Java, Project Management, Python, Quality management, SQL","Bachelor's Degree, Master's Degree",Mid-level / Intermediate,8,Full Time,USD 173K-242K,2025-08-09,bd-data-engineering-manager-analytics-central-products-01,mitchell-hoffman@demo
Big Data,Data Scientist,"Bellevue, WA | Menlo Park, CA | Fremont, CA","Build analytical models to derive insights and support decision-making
Collaborate with cross-functional teams to define problems and develop solutions
Design and develop data transformation solutions
Interface with cross-functional teams to understand data needs
Leverage ETL frameworks and tools
Manage data warehouse plans
Own data quality and management
Perform data analysis for insights
Support production data processes","Benefits
Bonus
Equity","Big Data, Big data systems, Data Analysis, Data Architecture, Database systems, Data Infrastructure, Data Systems, Data Transformation, Data Visualization, ETL Processes, Java, Python, SQL","Bachelor's Degree, Bachelor’s diploma",Senior level / Expert,6,Full Time,USD 145K-204K,2025-08-09,bd-data-scientist-01,morton_plc@demo
Big Data,Data Engineer,"Seattle, WA","Build data models and visualizations
Collaborate with cross-functional teams to understand data needs
Design data architecture for large-scale projects
Build dashboards and reports
Communicate business and experiment insights
Design and evaluate experiments
Develop data sets for analysis
Inform and support product decisions
Lead cross-functional analyses
Monitor key metrics","Benefits
Bonus
Equity","A/B, A/B Testing, Behavioral Modeling, Data Infrastructure, Data Mining, Data Presentation, Data Visualization, ETL frameworks, Experimentation, Hadoop, Hive, Market sizing, MySQL, Oracle, Python, Quantitative Analysis, SQL, Statistical modeling, Vertica",Master's Degree,Mid-level / Intermediate,3,Full Time,USD 172K-196K,2025-08-09,bd-data-engineer-01,james-lowery@demo
Big Data,Data Engineer,"Menlo Park, CA","Build data models and visualizations
Collaborate with engineers, product managers, and data scientists
Define and manage SLA for data sets
Design and launch ETL processes
Identify data needs and implement logging
Develop and instrument new metrics for evaluation
Gather, extract, and compile data from multiple sources","Benefits
Bonus
Equity","Data Infrastructure, Data Modeling, Data Visualization, Model Evaluation, Python, R, Research strategy, SQL, Stakeholder Communication, Statistical Analysis","Master's Degree, PhD",Senior level / Expert,2,Full Time,USD 175K-196K,2025-08-09,bd-data-engineer-02,harrison_herrera_and_roberts@demo
Big Data,"Data Center Technician, Third Party Data Centers","Reston, VA, USA","Deploy and operate data center infrastructure
Disassemble end-of-life equipment
Maintain hardware security and data integrity
Perform preventative maintenance and repairs
Troubleshoot and diagnose equipment issues","Benefits
Bonus
Equity","Data extraction, Data Infrastructure, Data Modeling, Data Validation, Python, R, SQL, Statistical Analysis","Master's Degree, PhD",Mid-level / Intermediate,1,Full Time,USD 61K-86K,2025-08-09,bd-data-center-technician-third-party-data-centers-01,martin-bennett@demo
Big Data,"Senior Data Scientist, Product","Kirkland, WA, USA; New York, NY, USA","Analyze data using SQL R Python
Build processes and tests
Develop business cases
Learn scalable platform development
Manage end-to-end projects","Benefits
Equity
Intern cohort networking
Mentorship
Potential for performance bonus","Algorithms, Best practices, C++, Data Structures, Java, Object-Oriented, Object-oriented programming, Platform Building, Python, Security best practices, Software development","Bachelor's Degree, Engineering, Related Field, Undergraduate in Computer Science",Senior level / Expert,8,Full Time,USD 156K-229K,2025-08-09,bd-senior-data-scientist-product-01,beltran-russell@demo
Big Data,Senior Geospatial Data Engineer,"Seattle, WA, United States","Build and maintain geospatial ETL data pipelines
Coordinate with engineering and professional services
Create strategic roadmaps
Develop and execute adoption plans
Develop technical account plans
Drive customer onboarding and success","Comprehensive benefits
Equity
Performance bonus","AI and ML, AI and ML fundamentals, Business Analysis, Cloud Cost Optimization, Cost Optimization, Customer Success, Data Architecture, Data Engineering, Data Systems, Distributed data, Distributed data systems, ML Fundamentals, Program Delivery, Project Management, Python, Scala, Solution architecture, SQL, Stakeholder management, Technical Consulting, Technical Project Management, Workshop facilitation","Bachelor's Degree in Computer Science, Engineering, Information Systems",Senior level / Expert,5,Full Time,USD 148K-161K,2025-08-08,bd-senior-geospatial-data-engineer-01,adkins-rodriguez@demo
Big Data,Delivery Solutions Architect - Healthcare & Life Sciences,Remote - New York [R],"Build and optimize ETL pipelines
Collaborate with stakeholders
Design and maintain BI solutions
Ensure data integrity and performance
Implement data governance and security
Model and transform data",,"Apache Airflow, CI/CD, CI/CD pipelines, Cloud Composer, Dashboard Development, Data Governance, Data Modeling, Data Security, GCP BigQuery, Power BI, Python, SQL, SSRS","Bachelor's Degree, Bachelor’s diploma",Senior level / Expert,5,Full Time,USD 129K-180K,2025-08-08,bd-delivery-solutions-architect-healthcare-and-life-sciences-01,stewart_gates_and_kelley@demo
Big Data,Data Engineer,"Columbia, MD, United States","Analyze and interpret People data
Collaborate with HR teams and leaders
Create reports and dashboards
Develop and maintain workforce metrics
Ensure data accuracy and integrity",,"Analytical Thinking, Dashboard creation, Data Analysis, Data platforms, Data Systems, Data Visualization, HR Data, HR data systems, One Model, People data, People Data Platforms, Power BI, Problem Solving, Report Development, Stakeholder Communication, Tableau","Bachelor's Degree, Bachelor’s diploma",Mid-level / Intermediate,4,Full Time,,2025-08-08,bd-data-engineer-03,burns-parsons@demo
Big Data,"People Services Analytics Specialist (remote, contract)","Austin, TX, United States [R]","Analyze and interpret People data
Collaborate with HR and business leaders
Create reports and dashboards
Maintain data accuracy and integrity
Provide HR insights",,"Analytical Thinking, Dashboard creation, Data Analysis, Data platforms, Data Systems, Data Visualization, HR Data, HR data systems, One Model, People data, People Data Platforms, Power BI, Problem Solving, Report Development, Stakeholder Communication, Tableau","Bachelor's Degree, Bachelor’s diploma",Mid-level / Intermediate,3,Contract,,2025-08-08,bd-people-services-analytics-specialist-remote-contract-01,erickson_bean_and_robinson@demo
Big Data,Data Engineer 4,"Sacramento, CA, US","Assist in UI and application prototype design
Build scalable data pipelines
Design relational databases
Develop data models and perform data analysis
Document database designs
Implement CI/CD and DevOps practices
Maintain database management systems","Community-focused environment
Excellent benefits
Innovative culture","Agile, AWS, BI tools, Cloud Data, Cloud Data Solutions, Database Architecture, Data integration, Data Lake, Data Modeling, Data Quality, Data Security, Data Solutions, Data Warehousing, DynamoDB, Java, JEE, Neo4j, PostgreSQL, Python, R, Spark","Bachelor's Degree, Master's Degree",Senior level / Expert,8,Contract,,2025-08-08,bd-data-engineer-4-01,green_schmidt_and_yoder@demo
Big Data,Senior Data Engineer,Hungary - Remote [R],"Build and maintain ETL/ELT processes
Collaborate using Git in DevOps environment
Create and manage data models
Design scalable data architecture
Develop CI/CD pipelines with Bitbucket or GitHub
Develop real-time data pipelines
Enforce data governance and quality standards
Integrate data across systems
Monitor and troubleshoot data systems
Set up observability and monitoring
Support pipeline orchestration with Airflow","25 days PTO
Competitive salary
Full-time EU contract
Performance bonus","Airflow, AWS, Bitbucket, Datadog, Data Governance, Data Lineage, Data Quality, DBT, Docker, Git, Grafana, Kafka, Kubernetes, Prometheus, Python, Snowflake, SQL, Terraform","Bachelor's Degree, Master's Degree",Senior level / Expert,5,Full Time,,2025-08-08,bd-senior-data-engineer-01,cuevas_ltd@demo
